T2086,Mechanic4,1129,1,Tsk 2086 M679-T3,10000,4,Mechanic 4,Mod679,Mod674,Mod678,Mechanic,C1,,Mod674,2016/04/23 10:01:04,1129.0,2016/04/23 10:19:53,T2037,5,10.0,0.0,,,Mod679
T2199,Tester2,2242,1,Tsk 2199 M655-T2,10000,2,Tester 2,Mod655,Mod334,Mod653,Tester,,,Mod334,2016/04/23 10:02:44,2242.0,2016/04/23 10:40:06,T1977,4,10.0,0.0,FC100(1.0),,Mod655
T2081,Electrician1,1355,1,Tsk 2081 M390-T1,10000,1,Electrician 1,Mod390,Mod370,Mod388,Electrician,,,Mod370,2016/04/23 10:07:49,1355.0,2016/04/23 10:30:24,T1710,8,10.0,0.0,FC119(1.0),,Mod390
T2068,Mechanic3,3387,1,Tsk 2068 M733-T1,10000,3,Mechanic 3,Mod733,Mod334,Mod674,Mechanic,C1,,Mod334,2016/04/23 10:11:42,3387.0,2016/04/23 11:08:09,T2259,7,0.0,0.0,FC122(1.0),,Mod733
T2037,Mechanic4,7226,1,Tsk 2037 M953-T1,10000,4,Mechanic 4,Mod953,Mod948,Mod952,Mechanic,C1,,Mod948,2016/04/23 10:19:53,7226.0,2016/04/23 12:20:19,T1949,6,10.0,0.0,FC105(1.0),,Mod953
T1823,Mechanic7,3387,1,Tsk 1823 M1822-T1,10000,7,Mechanic 7,Mod1822,Mod334,Mod1715,Mechanic,C1,,Mod334,2016/04/23 10:20:50,3387.0,2016/04/23 11:17:17,T2280,7,0.0,0.0,,,Mod1822
T1812,Mechanic6,36130,1,Tsk 1812 M395-T4,10000,6,Mechanic 6,Mod395,Mod334,Mod370,Mechanic,C1,,Mod334,2016/04/23 10:20:54,36130.0,2016/04/23 20:23:04,T2013,4,0.0,0.0,FC107(1.0),,Mod395
T2261,Sealer1,3725,1,Tsk 2261 M396-T3,10000,1,Sealer 1,Mod396,Mod334,Mod370,Sealer,,,Mod334,2016/04/23 10:23:21,3725.0,2016/04/23 11:25:26,T2035,7,10.0,0.0,FC94(1.0),,Mod396
T1710,Electrician1,1580,1,Tsk 1710 M394-T1,10000,1,Electrician 1,Mod394,Mod334,Mod370,Electrician,,,Mod334,2016/04/23 10:30:24,1580.0,2016/04/23 10:56:44,T2011,9,0.0,0.0,FC129(1.0),,Mod394
T2074,Mechanic5,9000,1,Tsk 2074 M2073-T2,10000,5,Mechanic 5,Mod2073,Mod334,Mod1715,Mechanic,C1,,Mod334,2016/04/23 10:38:22,9000.0,2016/04/23 13:08:22,T1824,6,10.0,0.0,,,Mod2073
T1977,Tester2,3202,1,Tsk 1977 M423-T2,10000,2,Tester 2,Mod423,Mod406,Mod418,Tester,,,Mod406,2016/04/23 10:40:06,3202.0,2016/04/23 11:33:28,T2167,5,0.0,0.0,FC130(1.0),,Mod423
T2168,Mechanic2,2348,1,Tsk 2168 M703-T1,10000,2,Mechanic 2,Mod703,Mod674,Mod702,Mechanic,C1,,Mod674,2016/04/23 10:49:46,2348.0,2016/04/23 11:28:54,T1833,8,10.0,0.0,FC115(1.0),,Mod703
T2011,Electrician1,1807,1,Tsk 2011 M750-T1,10000,1,Electrician 1,Mod750,Mod334,Mod674,Electrician,,,Mod334,2016/04/23 10:56:44,1807.0,2016/04/23 11:26:51,T1749,10,0.0,0.0,FC122(1.0),,Mod750
T805,Mechanic8,1238,1,Tsk 805 M804-T1,10000,8,Mechanic 8,Mod804,Mod334,Mod795,Mechanic,C1,,Mod334,2016/04/23 11:11:44,1238.0,2016/04/23 11:32:22,T1762,3,10.0,0.0,,,Mod804
